Time,phi,theta,psi,p,q,r,phi_dot,theta_dot,psi_dot,V_NED_x,V_NED_y,V_NED_z,Pos_NED_x,Pos_NED_y,Pos_NED_z
1.050000,160.445758,15.522013,-14.359144,900.000000,-24.121963,-97.336083,108.940012,57.278577,85.134802,58.232778,18.756983,-4.545590,87.159830,-4.010632,-4.220264
1.075000,163.384370,17.147357,-11.402263,900.000000,-26.574940,-128.076822,117.544513,65.013751,118.275247,58.573120,22.387737,-2.242638,88.624158,-3.450939,-4.276330
1.100000,166.471343,18.831376,-7.753480,900.000000,-28.967345,-151.552660,123.478888,67.360794,145.951310,57.606326,25.274915,2.327359,90.064316,-2.819066,-4.218146
1.125000,169.588518,20.458715,-3.603346,900.000000,-31.293725,-166.431977,124.687018,65.093538,166.005362,54.465262,26.202989,8.502145,91.425947,-2.163991,-4.005592
1.150000,172.585264,21.951628,0.811188,900.000000,-33.548778,-171.870774,119.869845,59.716542,176.581383,48.966603,24.553149,15.050592,92.650112,-1.550163,-3.629327
1.175000,175.305516,23.280029,5.222610,900.000000,-35.727363,-167.560546,108.810080,53.136004,176.456856,41.676234,20.508583,20.621380,93.692018,-1.037448,-3.113793
1.200000,177.613603,24.459640,9.354654,900.000000,-37.824515,-153.745782,92.323478,47.184451,165.281753,33.691125,14.957772,24.224592,94.534296,-0.663504,-2.508178
1.225000,179.410755,25.539181,12.944864,900.000000,-39.835454,-131.210097,71.886064,43.181628,143.608423,26.228390,9.139843,25.558828,95.190006,-0.435008,-1.869207
1.250000,180.639999,26.581266,15.763026,900.000000,-41.755596,-101.231783,49.169785,41.683436,112.726468,20.179260,4.175578,25.063251,95.694488,-0.330618,-1.242626
1.275000,181.282988,27.642897,17.623511,900.000000,-43.580565,-65.511298,25.719555,42.465217,74.419422,15.797691,0.665244,23.686357,96.089430,-0.313987,-0.650467
1.300000,181.354512,28.760238,18.392614,900.000000,-45.306201,-26.074817,2.860938,44.693635,30.764108,12.647508,-1.497545,22.472705,96.405618,-0.351426,-0.088649
1.325000,180.898955,29.940478,17.993331,900.000000,-46.928571,14.840706,-18.222254,47.209599,-15.971317,9.831669,-3.030086,22.128907,96.651409,-0.427178,0.464573
1.350000,179.989654,31.161842,16.409682,900.000000,-48.443976,54.914420,-36.372053,48.854561,-63.345973,6.408483,-4.924986,22.728964,96.811621,-0.550303,1.032797
1.375000,178.729050,32.381447,13.691081,900.000000,-49.848964,91.873223,-50.424168,48.784193,-108.744053,1.825730,-8.006059,23.671377,96.857265,-0.750454,1.624582
1.400000,177.246092,33.549169,9.955290,900.000000,-51.140331,123.620703,-59.318325,46.708915,-149.431639,-3.796494,-12.542358,23.913896,96.762352,-1.064013,2.222429
1.425000,175.688129,34.624017,5.387011,900.000000,-52.315135,148.356045,-62.318493,42.993887,-182.731138,-9.647314,-18.068279,22.402964,96.521169,-1.515720,2.782503
1.450000,174.207404,35.588291,0.229376,900.000000,-53.370697,164.676189,-59.229008,38.570988,-206.305415,-14.490041,-23.493065,18.533017,96.158918,-2.103047,3.245829
1.475000,172.945502,36.455147,-5.232109,900.000000,-54.304611,171.655406,-50.476097,34.674244,-218.459374,-17.119331,-27.475359,12.455466,95.730935,-2.789931,3.557215
1.500000,172.020522,37.267186,-10.690346,900.000000,-55.114750,168.897814,-36.999193,32.481554,-218.329478,-16.838491,-28.924309,5.109240,95.309973,-3.513038,3.684946
1.525000,171.520160,38.086713,-15.837444,900.000000,-55.799265,156.559833,-20.014482,32.781058,-205.883954,-13.771032,-27.431079,-2.052119,94.965697,-4.198815,3.633643
1.550000,171.500592,38.980649,-20.381499,900.000000,-56.356598,135.341309,-0.782701,35.757436,-181.762200,-8.878733,-23.461683,-7.541227,94.743729,-4.785357,3.445113
1.575000,171.988342,40.004052,-24.057994,900.000000,-56.785478,106.445821,19.510004,40.936135,-147.059793,-3.671338,-18.235752,-10.347913,94.651945,-5.241251,3.186415
1.600000,172.981597,41.185928,-26.637296,900.000000,-57.084926,71.512407,39.730179,47.275029,-103.172078,0.284697,-13.337109,-10.294487,94.659063,-5.574679,2.929053
1.625000,174.448721,42.520272,-27.931408,900.000000,-57.254262,32.522595,58.684978,53.373755,-51.764489,1.881346,-10.196931,-8.106779,94.706096,-5.829602,2.726383
1.650000,176.324165,43.964523,-27.803350,900.000000,-57.293098,-8.311996,75.017745,57.770072,5.122344,0.834373,-9.622432,-5.175629,94.726956,-6.070163,2.596992
1.675000,178.504642,45.446654,-26.181143,900.000000,-57.201346,-48.675105,87.219074,59.285242,64.888274,-2.222796,-11.524100,-3.097107,94.671386,-6.358266,2.519565
1.700000,180.850251,46.880466,-23.075304,900.000000,-56.979216,-86.277217,93.824358,57.352445,124.233558,-5.952552,-14.940140,-3.150429,94.522572,-6.731769,2.440804
1.725000,183.194534,48.186133,-18.594573,900.000000,-56.627213,-118.985427,93.771318,52.226716,179.229225,-8.762398,-18.361441,-5.879843,94.303512,-7.190805,2.293808
1.750000,185.363558,49.310472,-12.951755,900.000000,-56.146140,-144.944427,86.760990,44.973542,225.712731,-9.334688,-20.245146,-10.915462,94.070145,-7.696934,2.020921
1.775000,187.198673,50.240523,-6.453176,900.000000,-55.537094,-162.681745,73.404563,37.202049,259.943169,-7.058702,-19.532574,-17.104906,93.893677,-8.185248,1.593299
1.800000,188.574747,51.006140,0.527921,900.000000,-54.801463,-171.191267,55.042992,30.624675,279.243868,-2.218274,-15.990170,-22.920511,93.838220,-8.585002,1.020286
1.825000,189.408300,51.671274,7.586004,900.000000,-53.940922,-169.990308,33.342099,26.605351,282.323331,4.135901,-10.254745,-26.991731,93.941618,-8.841371,0.345493
1.850000,189.655822,52.317312,14.315044,900.000000,-52.957435,-159.146990,9.900902,25.841509,269.161586,10.584203,-3.569110,-28.559535,94.206223,-8.930599,-0.368496
1.875000,189.307242,53.023308,20.330264,900.000000,-51.853242,-139.276378,-13.943202,28.239864,240.608797,15.850253,2.686734,-27.685630,94.602479,-8.863430,-1.060636
1.900000,188.380145,53.847531,25.279313,900.000000,-50.630860,-111.505592,-37.083904,32.968902,197.961965,19.228868,7.485744,-25.149880,95.083201,-8.676287,-1.689383
1.925000,186.918188,54.813634,28.847665,900.000000,-49.293076,-77.409876,-58.478279,38.644116,142.734081,20.774006,10.482351,-22.092006,95.602551,-8.414228,-2.241684
1.950000,184.993988,55.903902,30.765401,900.000000,-47.842938,-38.923240,-76.967996,43.610744,76.709442,21.190119,12.064969,-19.546126,96.132304,-8.112604,-2.730337
1.975000,182.713750,57.061329,30.822011,900.000000,-46.283752,1.771239,-91.209507,46.297063,2.264394,21.485022,13.126057,-18.043367,96.669430,-7.784452,-3.181421
2.000000,180.218686,58.201163,28.892471,900.000000,-44.619072,42.365248,-99.802587,45.593382,-77.181586,22.525247,14.649932,-17.424689,97.232561,-7.418204,-3.617038
2.025000,177.678015,59.230391,24.971206,900.000000,-42.852692,80.556174,-101.626841,41.169115,-156.850610,24.658644,17.278352,-16.931856,97.849027,-6.986245,-4.040334
2.050000,175.271631,60.070597,19.202017,900.000000,-40.988639,114.177711,-96.255339,33.608231,-230.767548,27.542573,21.013671,-15.542041,98.537591,-6.460903,-4.428886
2.075000,173.166686,60.677501,11.887215,900.000000,-39.031159,141.322748,-84.197784,24.276169,-292.592101,30.250450,25.173852,-12.415923,99.293853,-5.831557,-4.739284
2.100000,171.497099,61.051071,3.464706,900.000000,-36.984717,160.451534,-66.783491,14.942786,-336.900325,31.626582,28.628210,-7.285331,100.084517,-5.115852,-4.921417
2.125000,170.353571,61.233689,-5.542735,900.000000,-34.853975,170.479030,-45.741112,7.304718,-360.297641,30.753075,30.230695,-0.627649,100.853344,-4.360084,-4.937108
2.150000,169.785033,61.298175,-14.587495,900.000000,-32.643791,170.836444,-22.741527,2.579458,-361.790436,27.341583,29.279933,6.450523,101.536884,-3.628086,-4.775845
2.175000,169.806512,61.329963,-23.146025,900.000000,-30.359203,161.503503,0.859132,1.271518,-342.341180,21.892078,25.821527,12.585618,102.084186,-2.982548,-4.461205
2.200000,170.407166,61.407924,-30.746479,900.000000,-28.005416,143.009601,24.026160,3.118446,-304.018181,15.552799,20.671200,16.643693,102.473005,-2.465768,-4.045112
