Time,phi,theta,psi,p,q,r,phi_dot,theta_dot,psi_dot,V_NED_x,V_NED_y,V_NED_z,Pos_NED_x,Pos_NED_y,Pos_NED_z
0.787500,113.180024,24.511396,3.523659,900.000000,3.823490,162.393643,372.846573,-153.028355,-60.184310,93.856159,4.794482,-27.782408,75.388072,-9.128665,-1.102398
0.800000,117.225785,22.599951,2.577381,900.000000,2.457743,167.946564,323.660843,-152.915620,-75.702242,94.835842,8.336900,-27.216865,76.573520,-9.024453,-1.442609
0.812500,120.721384,20.723230,1.474183,900.000000,1.090595,171.109373,279.647980,-150.137737,-88.255850,95.851452,11.796072,-25.909161,77.771663,-8.877003,-1.766474
0.825000,123.736338,18.909021,0.252409,900.000000,-0.277174,171.837059,241.196328,-145.136663,-97.741913,96.832028,14.967969,-23.901597,78.982063,-8.689903,-2.065244
0.837500,126.338290,17.180549,-1.050160,900.000000,-1.644785,170.119266,208.156089,-138.277817,-104.205523,97.709925,17.670249,-21.295897,80.203437,-8.469025,-2.331442
0.850000,128.589506,15.557369,-2.397321,900.000000,-3.011458,165.980441,180.097313,-129.854393,-107.772884,98.427441,19.759554,-18.243655,81.433780,-8.222030,-2.559488
0.862500,130.545510,14.056101,-3.754956,900.000000,-4.376416,159.479485,156.480358,-120.101406,-108.610738,98.942435,21.144914,-14.931898,82.670561,-7.957719,-2.746137
0.875000,132.254988,12.690953,-5.091262,900.000000,-5.738879,150.708916,136.758245,-109.211817,-106.904501,99.232316,21.795927,-11.565265,83.910965,-7.685270,-2.890703
0.887500,133.760393,11.474064,-6.376863,900.000000,-7.098072,139.793550,120.432369,-97.351123,-102.848044,99.295975,21.744923,-8.346627,85.152164,-7.413458,-2.995035
0.900000,135.098875,10.415699,-7.584862,900.000000,-8.453219,126.888730,107.078556,-84.669208,-96.639974,99.153480,21.082988,-5.458083,86.391583,-7.149921,-3.063261
0.912500,136.303314,9.524331,-8.690899,900.000000,-9.803549,112.178107,96.355081,-71.309429,-88.482932,98.843568,19.950331,-3.044171,87.627127,-6.900542,-3.101314
0.925000,137.403312,8.806639,-9.673196,900.000000,-11.148292,95.871035,87.999892,-57.415398,-78.583777,98.419234,18.522075,-1.198880,88.857368,-6.669016,-3.116300
0.937500,138.426079,8.267439,-10.512614,900.000000,-12.486681,78.199585,81.821311,-43.135998,-67.153425,97.941852,16.990974,0.042368,90.081641,-6.456629,-3.115770
0.950000,139.397137,7.909576,-11.192686,900.000000,-13.817955,59.415248,77.684657,-28.629049,-54.405769,97.474430,15.548759,0.705050,91.300071,-6.262269,-3.106957
0.962500,140.340839,7.733777,-11.699631,900.000000,-15.141353,39.785349,75.496196,-14.063893,-40.555612,97.074635,14.367901,0.872039,92.513504,-6.082670,-3.096056
0.975000,141.280657,7.738491,-12.022330,900.000000,-16.456122,19.589250,75.185414,0.377110,-25.815902,96.788274,13.585387,0.674685,93.723358,-5.912853,-3.087623
0.987500,142.239238,7.919720,-12.152265,900.000000,-17.761513,-0.885631,76.686454,14.498292,-10.394836,96.643836,13.289954,0.279402,94.931406,-5.746729,-3.084130
1.000000,143.238233,8.270868,-12.083435,900.000000,-19.056781,-21.347909,79.919599,28.091889,5.506444,96.648692,13.513869,-0.128896,96.139514,-5.577805,-3.085742
1.012500,144.297905,8.782632,-11.812249,900.000000,-20.341189,-41.506376,84.773815,40.941070,21.694843,96.787339,14.229999,-0.364914,97.349356,-5.399930,-3.090303
1.025000,145.436549,9.442945,-11.337444,900.000000,-21.614004,-61.074150,91.091472,52.825097,37.984388,97.021992,15.354481,-0.260982,98.562131,-5.207999,-3.093565
1.037500,146.669754,10.237030,-10.660031,900.000000,-22.874502,-79.772755,98.656429,63.526779,54.193084,97.295532,16.754800,0.316678,99.778325,-4.998564,-3.089607
